0	RT @Nasim876: کولبران بیشتر در استان های آذربایجان غربی ، کردستان ، کرمانشاه ، و سیستان و بلوچستان مشغول به کار هستند.کولبران به خاطر بیکار…
1	من نمی فهمم چرا تمامی منجی های آخر الزمانی بی پدر نطفه شون بسته شده، امام حسن عسگری که تو زندان بود و از طریق طی ال… https://t.co/vKEwy6Py38
2	"@yasnayona جالب بود
اگر حق آب هیرمند توسط شاه پفیوز به افغانستان بخشیده نشده بود الان شاهد خشکسالی در سیستان و بلوچستان نبودیم"
3	"RT @nadersy325: این هم وضعیت مردم محروم #سيستان_و_بلوچستان  !!
سوخت‌کشی #شغل نیست، علت نبود شغل است. زیرا این نظام بجز نابودی حرث ونسل کار…"
4	RT @Nasim876: کولبران بیشتر در استان های آذربایجان غربی ، کردستان ، کرمانشاه ، و سیستان و بلوچستان مشغول به کار هستند.کولبران به خاطر بیکار…
5	"RT @nadersy325: این هم وضعیت مردم محروم #سيستان_و_بلوچستان  !!
سوخت‌کشی #شغل نیست، علت نبود شغل است. زیرا این نظام بجز نابودی حرث ونسل کار…"
6	"RT @nadersy325: این هم وضعیت مردم محروم #سيستان_و_بلوچستان  !!
سوخت‌کشی #شغل نیست، علت نبود شغل است. زیرا این نظام بجز نابودی حرث ونسل کار…"
7	RT @Nasim876: کولبران بیشتر در استان های آذربایجان غربی ، کردستان ، کرمانشاه ، و سیستان و بلوچستان مشغول به کار هستند.کولبران به خاطر بیکار…
8	"RT @Goli202: برای هواپیمای اوکراینی
برای نوید 
برای اعدام نکنید
برای کولبر
برای فروش ایران
برای تشنگی سیستان و بلوچستان
هشتگ زدیم، هشتگ زدی…"
9	@vahidrafiei9 @shiftegaan @MahrokhChili بیکاری تو همه جا هست ؛ برای رفع نیازشون تو غرب کولبر ، تو سیستان بلوچستان م… https://t.co/qnbvZUaifh
10	"برای هواپیمای اوکراینی
برای نوید 
برای اعدام نکنید
برای کولبر
برای فروش ایران
برای تشنگی سیستان و بلوچستان
هشتگ زدی… https://t.co/oxHZLMzcWi"
11	"RT @nadersy325: این هم وضعیت مردم محروم #سيستان_و_بلوچستان  !!
سوخت‌کشی #شغل نیست، علت نبود شغل است. زیرا این نظام بجز نابودی حرث ونسل کار…"
12	"RT @nadersy325: این هم وضعیت مردم محروم #سيستان_و_بلوچستان  !!
سوخت‌کشی #شغل نیست، علت نبود شغل است. زیرا این نظام بجز نابودی حرث ونسل کار…"
13	"RT @nadersy325: این هم وضعیت مردم محروم #سيستان_و_بلوچستان  !!
سوخت‌کشی #شغل نیست، علت نبود شغل است. زیرا این نظام بجز نابودی حرث ونسل کار…"
14	"RT @nadersy325: این هم وضعیت مردم محروم #سيستان_و_بلوچستان  !!
سوخت‌کشی #شغل نیست، علت نبود شغل است. زیرا این نظام بجز نابودی حرث ونسل کار…"
15	RT @Nasim876: کولبران بیشتر در استان های آذربایجان غربی ، کردستان ، کرمانشاه ، و سیستان و بلوچستان مشغول به کار هستند.کولبران به خاطر بیکار…
16	"این هم وضعیت مردم محروم #سيستان_و_بلوچستان  !!
سوخت‌کشی #شغل نیست، علت نبود شغل است. زیرا این نظام بجز نابودی حرث و… https://t.co/i5ckQ9Pc9t"
17	RT @Nasim876: کولبران بیشتر در استان های آذربایجان غربی ، کردستان ، کرمانشاه ، و سیستان و بلوچستان مشغول به کار هستند.کولبران به خاطر بیکار…
18	RT @Nasim876: کولبران بیشتر در استان های آذربایجان غربی ، کردستان ، کرمانشاه ، و سیستان و بلوچستان مشغول به کار هستند.کولبران به خاطر بیکار…
19	RT @Nasim876: کولبران بیشتر در استان های آذربایجان غربی ، کردستان ، کرمانشاه ، و سیستان و بلوچستان مشغول به کار هستند.کولبران به خاطر بیکار…
20	RT @Nasim876: کولبران بیشتر در استان های آذربایجان غربی ، کردستان ، کرمانشاه ، و سیستان و بلوچستان مشغول به کار هستند.کولبران به خاطر بیکار…
21	RT @Nasim876: کولبران بیشتر در استان های آذربایجان غربی ، کردستان ، کرمانشاه ، و سیستان و بلوچستان مشغول به کار هستند.کولبران به خاطر بیکار…
22	RT @Nasim876: کولبران بیشتر در استان های آذربایجان غربی ، کردستان ، کرمانشاه ، و سیستان و بلوچستان مشغول به کار هستند.کولبران به خاطر بیکار…
23	RT @Nasim876: کولبران بیشتر در استان های آذربایجان غربی ، کردستان ، کرمانشاه ، و سیستان و بلوچستان مشغول به کار هستند.کولبران به خاطر بیکار…
24	RT @Nasim876: کولبران بیشتر در استان های آذربایجان غربی ، کردستان ، کرمانشاه ، و سیستان و بلوچستان مشغول به کار هستند.کولبران به خاطر بیکار…
25	RT @Nasim876: کولبران بیشتر در استان های آذربایجان غربی ، کردستان ، کرمانشاه ، و سیستان و بلوچستان مشغول به کار هستند.کولبران به خاطر بیکار…
26	RT @Nasim876: کولبران بیشتر در استان های آذربایجان غربی ، کردستان ، کرمانشاه ، و سیستان و بلوچستان مشغول به کار هستند.کولبران به خاطر بیکار…
27	کولبران بیشتر در استان‌های آذربایجان غربی،کردستان، کرمانشاه و سیستان و بلوچستان مشغول به کار هستند.کولبران به خاطر… https://t.co/yLnoLV0XZ9
28	کولبران بیشتر در استان های آذربایجان غربی ، کردستان ، کرمانشاه ، و سیستان و بلوچستان مشغول به کار هستند.کولبران به… https://t.co/hyeM9EYzgU
29	"RT @Daksiiam: برید بدوید ، زیاد بدوید
اون موقعی که از خستگی و تشنگی میخواستید آب بخورید 
یاد مردم سیستان هم بیفتید......."
30	"برید بدوید ، زیاد بدوید
اون موقعی که از خستگی و تشنگی میخواستید آب بخورید 
یاد مردم سیستان هم بیفتید......."
31	"#بند_کمال_خان روی رودخانه هلمند ساخته میشود که به دریاچه #هامون می ریزد.

این هفته #طالبان به این سد حمله کرد و شش… https://t.co/Lg7XQLQsYM"
32	دریاچه هامون هم خایمال داره
33	"RT @dariushabbasi72: سوخت‌کشی ⁩شغل نیست، علت نبود شغل است!!!

بجای مقابله با سوخت‌کشان با #فقر و #بیکاری مقابله کنید 
خور باهو - نزدیک مرز…"
34	"RT @dariushabbasi72: سوخت‌کشی ⁩شغل نیست، علت نبود شغل است!!!

بجای مقابله با سوخت‌کشان با #فقر و #بیکاری مقابله کنید 
خور باهو - نزدیک مرز…"
35	"RT @Moh4mmd: افغان ها درحال اتمام بند کمال خان!
با احداث این سد دیگر هیچگونه آبی وارد منطقه سیستان نخواهد شد و با توجه به سالها خشکسالی و ک…"
36	RT @VidaSarafraz: در سیستان خشکسالی اتفاق افتاده بود ولی مامورین خلیفه بيرحمانه خراج و مالیات سنگینی را از دهقانان و بازرگانان طلب کرده و ب…
37	"RT @elia12420: با افتتاح فاز سوم سد کمال خان در استان نیمروز افغانستان
دیگه چیزی به نام کشاورزی،دامداری،صید ماهی و نیزارهای هامون برای منطق…"
38	RT @VidaSarafraz: در سیستان خشکسالی اتفاق افتاده بود ولی مامورین خلیفه بيرحمانه خراج و مالیات سنگینی را از دهقانان و بازرگانان طلب کرده و ب…
39	"RT @dariushabbasi72: سوخت‌کشی ⁩شغل نیست، علت نبود شغل است!!!

بجای مقابله با سوخت‌کشان با #فقر و #بیکاری مقابله کنید 
خور باهو - نزدیک مرز…"
40	"RT @KayhanLondon: سال‌هاست فریاد تشنگی مردم سیستان و بلوچستان بلند است

🔹 نبود آب آشامیدنی در استان سیستان و بلوچستان سبب شده بسیاری از کود…"
41	"RT @KayhanLondon: سال‌هاست فریاد تشنگی مردم سیستان و بلوچستان بلند است

🔹 نبود آب آشامیدنی در استان سیستان و بلوچستان سبب شده بسیاری از کود…"
42	"RT @elia12420: با افتتاح فاز سوم سد کمال خان در استان نیمروز افغانستان
دیگه چیزی به نام کشاورزی،دامداری،صید ماهی و نیزارهای هامون برای منطق…"
43	"RT @KayhanLondon: سال‌هاست فریاد تشنگی مردم سیستان و بلوچستان بلند است

🔹 نبود آب آشامیدنی در استان سیستان و بلوچستان سبب شده بسیاری از کود…"
44	"RT @KayhanLondon: سال‌هاست فریاد تشنگی مردم سیستان و بلوچستان بلند است

🔹 نبود آب آشامیدنی در استان سیستان و بلوچستان سبب شده بسیاری از کود…"
45	"سال‌هاست فریاد تشنگی مردم سیستان و بلوچستان بلند است

🔹 نبود آب آشامیدنی در استان سیستان و بلوچستان سبب شده بسیاری… https://t.co/gZsvVe9mgN"
46	"سال‌هاست فریاد تشنگی مردم #سیستان_و_بلوچستان بلند است

https://t.co/v85h5SAmws"
47	"RT @dariushabbasi72: سوخت‌کشی ⁩شغل نیست، علت نبود شغل است!!!

بجای مقابله با سوخت‌کشان با #فقر و #بیکاری مقابله کنید 
خور باهو - نزدیک مرز…"
48	@che_mohsen @elia12420 دوست عزیز طبق همان عهدنامه زمان شاه سهم سیستان و هامون در هر ثانیه ۲۶ متر مکعب یعنی معادل ۸۵… https://t.co/EZMpOkAB4x
49	"RT @dariushabbasi72: سوخت‌کشی ⁩شغل نیست، علت نبود شغل است!!!

بجای مقابله با سوخت‌کشان با #فقر و #بیکاری مقابله کنید 
خور باهو - نزدیک مرز…"
50	"RT @dariushabbasi72: سوخت‌کشی ⁩شغل نیست، علت نبود شغل است!!!

بجای مقابله با سوخت‌کشان با #فقر و #بیکاری مقابله کنید 
خور باهو - نزدیک مرز…"
51	"@atila59486762 @mr__deer__ @bab2213 @atillasarmadi @sepahsalar78 انصافا زبان ترکی کجا قدغنه؟! چرا دروغ میگی؟!
زایند… https://t.co/BFkcc4BPSA"
52	"RT @mo_balouch: صحبت های #سعیدی در تشنگی مردم #سیستان_وبلوچستان با واکنش و تکذیب سریع و سه معاون سیاسی وزیر روبه رو شد
در عجبم کمتر از 24سا…"
53	"سوخت‌کشی ⁩شغل نیست، علت نبود شغل است!!!

بجای مقابله با سوخت‌کشان با #فقر و #بیکاری مقابله کنید 
خور باهو - نزدیک م… https://t.co/edfs462FvG"
54	استان سیستان و بلوچستان استان بدبختی هست. فقر وحشتناک فرهنگی و مالی  همراه با خشکسالی و  مواد مخدر و قاچاق و... در… https://t.co/XPKrfs6tzi
55	RT @indypersian: سالیان سال است که بحران دسترسی به آب آشامیدنی برای گروه بزرگی از اهالی استان سیستان و بلوچستان حل نشده باقی مانده است، «فر…
56	سالیان سال است که بحران دسترسی به آب آشامیدنی برای گروه بزرگی از اهالی استان سیستان و بلوچستان حل نشده باقی مانده ا… https://t.co/KMcS3osA9N
57	@elia12420 شنیدم یکی از زنهای زادگاهت سیستان بخاطر یک بطری آب برای رفع تشنگی فرزندش مجبور به تن فروشی شده و سپس خود… https://t.co/p1Ph4jlj7Q
58	"RT @elia12420: با افتتاح فاز سوم سد کمال خان در استان نیمروز افغانستان
دیگه چیزی به نام کشاورزی،دامداری،صید ماهی و نیزارهای هامون برای منطق…"
59	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
60	RT @indypersian: سالیان سال است که بحران دسترسی به آب آشامیدنی برای گروه بزرگی از اهالی استان #سیستان_و_بلوچستان حل نشده باقی مانده است و ب…
61	سالیان سال است که بحران دسترسی به آب آشامیدنی برای گروه بزرگی از اهالی استان #سیستان_و_بلوچستان حل نشده باقی مانده… https://t.co/QN4JEGzbBe
62	"@mahii_10 مازندران که آره، چار فصله. 
ولی من همیشه زمستان رفتم اردبیل و خلخال و بیجار و چارمحال و تابستان رفتم اهوا… https://t.co/4vR5nofQKJ"
63	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
64	"RT @elia12420: با افتتاح فاز سوم سد کمال خان در استان نیمروز افغانستان
دیگه چیزی به نام کشاورزی،دامداری،صید ماهی و نیزارهای هامون برای منطق…"
65	@hesamodin1 کاش قوه مجریه هم صدای تشنگان #سيستان_و_بلوچستان را بشنود تشنگی بحثی نیست از ان بشه عبور کرد امیدواریم ت… https://t.co/atqrXeHqDq
66	"RT @elia12420: با افتتاح فاز سوم سد کمال خان در استان نیمروز افغانستان
دیگه چیزی به نام کشاورزی،دامداری،صید ماهی و نیزارهای هامون برای منطق…"
67	"RT @amin_1556: اتمام بند کمال خان افغانستان نابودی کامل سیستان را در پی خواهد داشت
♦️ حالا باید نگران تشنگی مردم سیستان در سال های آینده بو…"
68	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
69	"RT @elia12420: با افتتاح فاز سوم سد کمال خان در استان نیمروز افغانستان
دیگه چیزی به نام کشاورزی،دامداری،صید ماهی و نیزارهای هامون برای منطق…"
70	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
71	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
72	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
73	"RT @amin_1556: اتمام بند کمال خان افغانستان نابودی کامل سیستان را در پی خواهد داشت
♦️ حالا باید نگران تشنگی مردم سیستان در سال های آینده بو…"
74	"RT @elia12420: با افتتاح فاز سوم سد کمال خان در استان نیمروز افغانستان
دیگه چیزی به نام کشاورزی،دامداری،صید ماهی و نیزارهای هامون برای منطق…"
75	"RT @elia12420: با افتتاح فاز سوم سد کمال خان در استان نیمروز افغانستان
دیگه چیزی به نام کشاورزی،دامداری،صید ماهی و نیزارهای هامون برای منطق…"
76	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
77	"RT @elia12420: با افتتاح فاز سوم سد کمال خان در استان نیمروز افغانستان
دیگه چیزی به نام کشاورزی،دامداری،صید ماهی و نیزارهای هامون برای منطق…"
78	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
79	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
80	"RT @elia12420: با افتتاح فاز سوم سد کمال خان در استان نیمروز افغانستان
دیگه چیزی به نام کشاورزی،دامداری،صید ماهی و نیزارهای هامون برای منطق…"
81	RT @mownten: نمیدونیم ناراحت #هواپیمای_اوکراینی #PS752 باشیم یا #نوید_افکاری یا #اختلاس‌ یا #انسولين یا #کرونا یا #سیل یا #دختر_آبادانی یا…
82	"اتمام بند کمال خان افغانستان نابودی کامل سیستان را در پی خواهد داشت
♦️ حالا باید نگران تشنگی مردم سیستان در سال های… https://t.co/N6kIXTMXUn"
83	RT @MohiDopamin: و خاک بر سر رسانه های به اصطلاح آزاد و ماله کش ما که هیچوقت جرات و شجاعت انتقاد و تازیدن به وضع موجود رو نداشته و ندارن.…
84	"RT @elia12420: با افتتاح فاز سوم سد کمال خان در استان نیمروز افغانستان
دیگه چیزی به نام کشاورزی،دامداری،صید ماهی و نیزارهای هامون برای منطق…"
85	"RT @elia12420: با افتتاح فاز سوم سد کمال خان در استان نیمروز افغانستان
دیگه چیزی به نام کشاورزی،دامداری،صید ماهی و نیزارهای هامون برای منطق…"
86	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
87	RT @elierfan1: شرافت درازای آب چه گزاف به قیمت شرافت وجان 😢 #سیستان_بلوچستان_آب_ندارد مسئولین بی کفایت وبی غیرت کلاه بی غیرتی سرتان کنید زن…
88	RT @elierfan1: امشب تلخ مینویسم زیراکه حکایتی واقعی وتلخ اتفاق افتاده که #سیستان_بلوچستان_آب_ندارد ومادری تاب وتوان دیدن تشنگی فرزندانش ران…
89	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
90	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
91	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
92	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
93	"RT @elia12420: با افتتاح فاز سوم سد کمال خان در استان نیمروز افغانستان
دیگه چیزی به نام کشاورزی،دامداری،صید ماهی و نیزارهای هامون برای منطق…"
94	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
95	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
96	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
97	"RT @elia12420: با افتتاح فاز سوم سد کمال خان در استان نیمروز افغانستان
دیگه چیزی به نام کشاورزی،دامداری،صید ماهی و نیزارهای هامون برای منطق…"
98	RT @Ziyaoddin_Dn: #نماینده_چابهار خطاب به دولت:دیگر دوران پاک کردن صورت سوال تمام شده است. دیگر فریاد تشنگی مردم جنوب صدای بلند مردم ایران…
99	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
100	"RT @elia12420: با افتتاح فاز سوم سد کمال خان در استان نیمروز افغانستان
دیگه چیزی به نام کشاورزی،دامداری،صید ماهی و نیزارهای هامون برای منطق…"
101	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
102	"RT @elia12420: با افتتاح فاز سوم سد کمال خان در استان نیمروز افغانستان
دیگه چیزی به نام کشاورزی،دامداری،صید ماهی و نیزارهای هامون برای منطق…"
103	"RT @elia12420: با افتتاح فاز سوم سد کمال خان در استان نیمروز افغانستان
دیگه چیزی به نام کشاورزی،دامداری،صید ماهی و نیزارهای هامون برای منطق…"
104	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
105	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
106	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
107	"RT @elia12420: اشرف غنی فاز سوم سد کمال خان رو روی هیرمند افتتاح کرد
با این کار عملا آبی سمت دریاچه هامون و دشت سیستان نمیاد
یعنی نابودی من…"
108	RT @Ziyaoddin_Dn: #نماینده_چابهار خطاب به دولت:دیگر دوران پاک کردن صورت سوال تمام شده است. دیگر فریاد تشنگی مردم جنوب صدای بلند مردم ایران…
109	"RT @elia12420: با افتتاح فاز سوم سد کمال خان در استان نیمروز افغانستان
دیگه چیزی به نام کشاورزی،دامداری،صید ماهی و نیزارهای هامون برای منطق…"
